country,country_code,indicator,indicator_code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Post-demographic dividend,PST,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.272078071,0.495595022,0.777235173,1.009937628,2.013001237,3.750367105,6.82563169,10.68373347,15.921655,22.94283592,30.5723617,36.6531581,44.71575125,49.79800769,54.97633483,58.50392997,60.42210072,65.66937409,67.6511373,68.84253724,70.95460509,71.40275553,74.21812739,75.69817015,77.35743827,79.0536858,80.93904376
French Polynesia,PYF,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.090971944,0.21438525,1.316164696,3.448900232,6.357063545,6.251588946,8.200216486,14.12429379,17.88453743,21.54218547,25.10796425,28.59,33.87,44.6,49,49,52.87663059,56.8,60.68,64.56020975,68.44041949
Qatar,QAT,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0.190209535,0.930185833,3.083749186,3.52002985,4.070728915,4.863679179,6.170268561,10.22612893,19.24233642,20.70164785,24.73349378,28.97411271,37,44.3,53.1,69,69,69.3,85.3,91.49,92.88482645,94.29111815
Romania,ROU,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,0.003703214,0.026300162,0.074952756,0.221622649,0.445444676,2.237649473,2.697580217,3.613717291,4.538669029,6.58,8.9,15,21.5,24.66,28.3,32.42,36.6,39.93,40.00999678,45.87999425,49.7645,54.08,55.7632,59.50395129
Russian Federation,RUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,0.000672532,0.013447238,0.053817493,0.148151042,0.26975293,0.472963763,0.812744451,1.018984614,1.977230109,2.944367787,4.128271818,8.298860616,12.8593889,15.2266732,18.02327746,24.66,26.83,29,43,49,63.8,67.97,70.52,73.41,76.40908522
Rwanda,RWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.000883372,0.001625791,0.011763573,0.067176482,0.06283146,0.24067241,0.292784719,0.356918467,0.430854243,0.556041165,,2.115387178,4.5,7.7,8,7,8.023854277,9,10.6,18,20
South Asia,SAS,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,0.000108983,0.000213588,0.001078738,0.02247239,0.040798701,0.060047421,0.117013678,0.226317006,0.473920912,0.663556204,1.462545237,1.843164413,2.184376036,2.546688328,2.983348306,3.973400118,4.416823408,5.157112647,7.206545642,9.393092787,11.5120098,13.74662379,19.07094498,23.18890086,26.46611335
Saudi Arabia,SAU,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0.010956134,0.026732651,0.052099031,0.101429893,0.49358534,2.210691809,4.681053166,6.38470502,8.001582891,10.234533,12.70503599,19.45955435,30,36,38,41,47.5,54,60.5,64.71365737,69.6162358,73.75090368
Sudan,SDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,0,0,0,0.001231819,0.004805071,0.008794581,0.025785032,0.140185224,0.439477639,0.538471703,0.791561615,1.292040678,,8.66,,,16.7,17.46,21,22.7,24.64,26.61492855,28
Senegal,SEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0.000692848,0.011238219,0.027347441,0.079871379,0.311090952,0.403967486,0.983794059,1.006454537,2.10143643,4.38602398,4.786684083,5.611738652,6.89,7.12,7.5,8,9.8,10.8,13.1,17.7,21.69026413,25.66476804
Singapore,SGP,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0.161504498,0.471368155,0.763278139,1.185203797,2.873418722,8.34995903,13.47162042,19.59076716,24.15543693,36,41.67042518,47,53.83794329,62,61,59,69.9,69,69,71,71,72,80.90205685,79.02923586,79.012957,81
Solomon Islands,SLB,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0.02487191,0.268683585,0.391923246,0.508292797,0.494541498,0.481296806,0.468551964,0.501919843,0.555609882,0.649672673,0.844307573,1.646347989,2,3,4,5,6,6.9974,8,9,10.00046498,11.00090227
Sierra Leone,SLE,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,0,0,0,0.002506116,0.004987835,0.014805065,0.048490656,0.118254246,0.160264445,0.176198957,0.190173282,0.203007681,0.21539161,0.227669467,0.239834699,0.25,0.26,0.58,0.9,2.5,4,6.057298984,6.344421603,11.77318438
El Salvador,SLV,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.086389581,0.256960679,0.425253672,0.845428741,1.177397269,1.5,1.9,2.5,3.2,4.2,5.5,6.11,10.08,12.11,15.9,18.9,20.32138772,23.1093,24.76171215,26.80260496,28.99707305
San Marino,SMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,1.362132711,1.428075186,1.41854848,1.408557941,42.80331575,48.79949531,50.34166909,50.83483994,50.00345304,50.56634304,50.2595642,50.20865936,50.36482211,54.52,54.21,,49.6,,,,,
Somalia,SOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0,0.00150955,0.002948713,0.00716442,0.013910394,0.02,0.079039179,0.115614213,0.376198003,1.053454744,1.077327839,1.100216368,1.122235622,1.142687372,1.160610542,,1.25,1.3767,1.5,1.63,1.76,1.88
Serbia,SRB,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,23.5,26.3,27.2,33.15,35.6,38.1,40.9,42.2,48.1,53.45036418,62.07508046,65.3170254,67.05684137
Sub-Saharan Africa (excluding high income),SSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.068642756,0.128634992,0.233707081,0.358971873,0.500288947,0.641008944,0.827518247,1.107653467,1.503376167,2.041749965,2.720841374,3.498191793,3.912949364,4.647590094,7.151372933,8.486197559,10.36245919,12.41327101,14.76640037,17.75216968,19.99510048
South Sudan,SSD,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,3.829969245,4.51615373,5.5,6.679728051
Sub-Saharan Africa,SSF,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.068722178,0.128779789,0.233989844,0.359684995,0.501116248,0.642242042,0.829108637,1.109244376,1.506041597,2.044469415,2.724794194,3.502090818,3.91717389,4.647590094,7.154989899,8.489822936,10.36621995,12.41703625,14.76994239,17.75563834,19.99849775
Small states,SST,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.723185979,1.260767272,2.256958422,3.181450495,5.01059322,6.696807721,8.945160131,10.86082264,12.62351396,13.69096006,15.31549251,17.31042684,19.97365678,22.44019508,25.95945842,30.23124678,32.95249569,37.12852999,40.64584185,43.89623664,46.22254884
Sao Tome and Principe,STP,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,,,0.295847047,0.363203161,4.638516816,6.310917888,7.580665169,10.16184431,13.32285269,13.75948422,14.18201978,14.5904832,15.48,16.41,18.75,20.1612,21.5724,23,24.41,25.82,28
Suriname,SUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0.114720735,0.226306297,1.003086936,1.670148436,1.891871357,2.506411052,3.064448389,4.161568745,4.719875395,6.076047814,6.403086288,9.499626942,14.11,21.06,31.36,31.59,32,34.6812,37.4,40.08,42.76382778,45.4
Slovak Republic,SVK,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,0.127829232,0.318509704,0.523210163,0.783290109,1.173381014,2.689809786,5.437758139,9.426803201,12.52832185,40.14,43.04,52.89,55.19,56.08,61.8,66.05,70,75.71,74.43999717,76.70999012,77.8826,79.98,77.6347,80.4759
Slovenia,SVN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,0.409792399,1.071570172,2.898985609,5.072272271,7.591923004,10.10460285,12.61093843,15.11025956,30.17591047,27.83888542,31.85479301,40.81,46.81,54.01,56.74,58,64,70,67.33999481,68.34997453,72.6756,71.59,73.0987,75.49850426
Sweden,SWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.584192066,1.160519453,1.497871352,1.716364182,3.412810096,5.098024244,9.04359976,23.72794756,33.46751233,41.43278316,45.68765221,51.76566494,70.57,79.13,83.89,84.83,87.76,82.01,90,91,90,92.76998606,93.17998801,94.7836,92.52,90.6102,91.50682826
Swaziland,SWZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0.00103175,0.050399009,0.088545986,0.096099605,0.4707176,0.926191777,1.28159005,1.816203807,2.437073851,3.228685073,3.696961073,3.696538789,4.1,6.85,8.94,11.04,18.13,20.78178258,24.7,26.17500573,25.64304231,28.57352278
Sint Maarten (Dutch part),SXM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.651474286,1.28295593,2.526177514,6.229054803,7.395629183,11.01510293,14.30417083,14.59250432,24.27213922,25.41326815,34.95197117,38.38,40.44,,41,43.16400446,47.076,50.4,51.25470199,54.25961786,56.51470815
Syrian Arab Republic,SYR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,0,0,0.032607814,0.063687286,0.124295462,0.18169858,0.35375913,2.093101019,3.397972614,4.321593778,5.648106049,7.832551569,11.5,14,17.3,20.7,22.5,24.3001,26.2,28.09,29.97979724,31.86962727
Turks and Caicos Islands,TCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,,0.000658168,0.004268504,0.012321728,0.035707076,0.045934134,0.166069665,0.320308555,0.360920107,0.3992577,0.581045764,0.847224521,1.19,1.5,1.7,1.9,2.1,2.5,2.9,3.5,5
East Asia & Pacific (IDA & IBRD countries),TEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,0.001162404,0.004032795,0.013044957,0.033709224,0.095487869,0.32837975,0.864120813,1.921721494,2.814188079,4.46079753,5.835218074,6.972645946,8.424335729,10.3024293,14.56366115,19.5018491,24.06671164,29.31896116,32.7888246,36.51603576,39.70893331,42.06223367,45.21010263,48.38662069
Europe & Central Asia (IDA & IBRD countries),TEC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,0.024341041,0.076628076,0.146561987,0.299732725,0.536682268,1.021316108,1.530488031,2.496701747,3.599200829,6.590833094,9.111829433,12.94057625,15.04820763,17.8307096,23.05912683,26.64793977,30.44366631,38.16688634,42.60976996,49.87290343,53.7257328,57.73570264,60.92789503,64.49600188
Togo,TGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0,0,0.010929139,0.211139465,0.305583935,0.590363264,0.8,0.9,1,1.2,1.5,1.8,2,2.2,2.4,2.6,3,3.5,4,4.5,5.7,7.12,11.31
Thailand,THA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,5.22E-05,0.000343725,0.013580966,0.038614321,0.074825338,0.115472136,0.360522185,1.091218985,2.426242432,3.689041279,5.556326121,7.531250335,9.299027238,10.67730332,15.02600436,17.16071472,20.03,18.2,20.1,22.4,23.66992562,26.46,28.94,34.89,39.31612674,47.50496562
Tajikistan,TJK,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,,,,0.032791858,0.048599595,0.051259133,0.055462827,0.064583777,0.077479907,0.298690024,3.772406207,7.197619518,8.78,10.07,11.55,13.03,14.51,16,17.49,18.98,20.47
Turkmenistan,TKM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,,,,0.04502077,0.133282183,0.175209518,0.302132016,0.425182632,0.754053983,0.997256559,1.319573118,1.406360688,1.75,1.95,3,5,7.1958,9.6,12.2,14.99677482,17.99032446
Latin America & the Caribbean (IDA & IBRD countries),TLA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,0.013685007,0.02991108,0.05004422,0.111169526,0.313095565,0.61444231,1.238504815,2.063132455,3.921660755,5.664641616,8.91296822,11.33053915,14.44717799,16.69721392,20.89217131,23.89436944,26.66732789,31.27015221,34.98117776,39.70452116,43.40276067,46.43031524,48.92990336,54.40667373,56.51407321
Timor-Leste,TLS,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,,,,,,,0,,,0.099031768,0.5,1,1.5,2,3,4,7,11,17.5,23,25.24624959
Middle East & North Africa (IDA & IBRD countries),TMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,0.002825689,0.013144059,0.025890086,0.074451528,0.158224277,0.416626605,0.838755953,1.133143863,2.813341422,4.049137071,7.452944206,8.449838595,9.810043372,11.73540205,14.85277889,17.4928668,20.41158945,22.64191694,25.91433409,29.44375627,34.44438149,38.77314027,42.22477835
Tonga,TON,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0.12323112,0.163793456,0.510866122,0.765134358,1.01796712,2.434398044,2.825371839,2.907297316,2.985817368,3.952373895,4.907782762,5.853944095,7.179865329,8.110769944,10,16,25,30,32.75396061,35.95444145,38.65127243,39.95
South Asia (IDA & IBRD),TSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,0.000108983,0.000213588,0.001078738,0.02247239,0.040798701,0.060047421,0.117013678,0.226317006,0.473920912,0.663556204,1.462545237,1.843164413,2.184376036,2.546688328,2.983348306,3.973400118,4.416823408,5.157112647,7.206545642,9.393092787,11.5120098,13.74662379,19.07094498,23.18890086,26.46611335
Sub-Saharan Africa (IDA & IBRD countries),TSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.068722178,0.128779789,0.233989844,0.359684995,0.501116248,0.642242042,0.829108637,1.109244376,1.506041597,2.044469415,2.724794194,3.502090818,3.91717389,4.647590094,7.154989899,8.489822936,10.36621995,12.41703625,14.76994239,17.75563834,19.99849775
Trinidad and Tobago,TTO,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0.158149899,0.393080525,1.173174658,2.724825339,5.814250962,7.721411474,15.38462722,21.99867548,25.97176411,27.02427008,28.97671243,30.00374858,32.3,34.8,44.3,48.5,55.2,59.5162,63.8,65.1,69.19847061,73.29694122
Tunisia,TUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,0.007379544,0.011191954,0.027615372,0.043656974,0.107940957,1.602494764,2.750740293,4.297966035,5.252887295,6.490845795,8.528817752,9.655086542,12.98640865,17.1,27.53,34.07,36.8,39.1,41.4416,43.8,46.16,48.51983599,50.87967502
Turkey,TUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,0.008457732,0.049869182,0.081691205,0.192724936,0.473695432,0.698805129,2.292117685,3.761685035,5.189481461,11.38,12.33,14.58,15.46,18.24,28.63,34.37,36.4,39.82,43.06571043,45.13,46.25,51.04,53.74497914,58.34773401
Tuvalu,TUV,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,,,,,5.241639585,,,,,,,10,15,20,25,30,35,37,39.2,42.7,46.00915151
Tanzania,TZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.001622155,0.007900283,0.009244125,0.075130889,0.11719444,0.171300351,0.222484414,0.676962857,0.877574971,1.1,1.3,1.6,1.9,2.4,2.9,3.2,3.95,4.4,7,10,13
Uganda,UGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0.002863471,0.004625948,0.010319341,0.065289465,0.10554394,0.163714063,0.237945087,0.384093505,0.46484984,0.71997068,1.742205503,2.529363038,3.671965351,7.9,9.78,12.5,13.01354333,14.1,15.5,16.9,17.83485947,21.87617046
Ukraine,UKR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,0.00077697,0.013641246,0.043083985,0.098580381,0.198821885,0.301075792,0.405385448,0.716183762,1.238759547,1.873885116,3.148127588,3.489477881,3.749764415,4.506124564,6.55,11,17.9,23.3,28.70826284,35.27,40.954129,46.23597546,48.88464368,52.48180829
Upper middle income,UMC,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,0.009508612,0.022372882,0.054527158,0.12668712,0.262429739,0.617337584,1.285019341,2.531929732,3.638329446,6.005466431,7.909314708,9.946611326,11.5671719,14.08811793,18.75267674,23.49378321,28.50372102,33.88045575,38.14851008,42.75353492,46.18498262,49.02025566,52.56886269,55.69540778
Uruguay,URY,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,0.062474386,0.310128582,1.847472089,3.363239668,6.987069365,9.972765285,10.53905775,11.12143768,11.4194702,15.93713672,17.06309834,20.08818956,29.4,34,39.3,41.8,46.4,51.40466106,54.45376868,57.69,61.46,64.6,66.4
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.784728502,1.163193726,1.724202539,2.271673294,4.862780635,9.237088297,16.41935296,21.61640097,30.09319659,35.84872446,43.07916264,49.08083159,58.78540388,61.69711712,64.75825648,67.96805292,68.93119327,75,74,71,71.69,69.72946076,74.7,71.4,73,74.55420245,76.17673698
Uzbekistan,UZB,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0.001527093,0.004285074,0.010536935,0.020754437,0.030688343,0.484347308,0.597567994,1.081939742,1.912595178,2.593725421,3.343509888,6.388321967,7.490604681,9.080114523,11.9,15.9,18.6,23.6,26.8,35.5,42.8,46.79128694
St. Vincent and the Grenadines,VCT,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,0.128634622,0.483248317,0.926371957,1.853997683,2.7820023,3.245037411,5.094809778,5.54959488,6.462274167,7.371165842,9.198278082,12,16,21,31,33.7,36.7,40,43.5,47.4,51.77,55.57461942
"Venezuela, RB",VEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,0.012082134,0.041587233,0.055486978,0.122214848,0.24826058,0.390959318,1.383990391,2.839825767,3.359597465,4.636000948,4.910446327,7.499963465,8.404469592,12.55299791,15.22471148,20.83,25.88,32.7,37.37,40.22,49.05008307,54.9,57,61.86924809,60
British Virgin Islands,VGB,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,,,,,,,18.88574127,,,,,,,36,37,37.4,37.6,,,,
Virgin Islands (U.S.),VIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,0.940645283,2.801957634,4.647185664,6.948368986,9.245220221,11.07460593,13.81508054,18.37576604,27.49443238,27.42907299,27.37700879,27.34431967,27.33261054,27.33933584,27.36177742,27.39650968,31.22,35.6,40.5479,45.3,50.07,54.8391373,59.6083158
Vietnam,VNM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.000134813,0.003981962,0.013078543,0.128926663,0.254248276,1.265651236,1.854999236,3.780280814,7.642408528,12.73992929,17.25456172,20.75544477,23.92,26.55,30.65,35.07,36.8,38.5,41,43.5,46.5
Vanuatu,VUT,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.056845636,0.139505815,0.274185942,0.538300048,2.108336891,2.830572239,3.510038711,3.903295845,4.746602619,5.082333808,5.850585059,6.8,7.269119923,7.5,8,9.2,10.598,11.3,18.8,22.35140458,24
World,WLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.049687441,,,0.253542998,0.449974396,0.782327829,1.334137858,2.052662966,3.156366445,4.653865215,6.770066508,8.095458177,10.57978773,12.27528335,14.17277668,15.78830954,17.58107611,20.51262307,23.06702536,25.48700486,28.85404589,31.275521,34.34096965,36.88529875,39.93869834,43.19845629,45.91028204
Samoa,WSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,,0.174571863,0.230359015,0.285308333,0.566392533,1.689902831,2.244832676,2.799630449,3.07552941,3.352592112,4.469173873,4.749983235,5.031615316,6,7,11,12.92249,15.3,21.2,25.40700977,29.41173011
Kosovo,XKX,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,,,0.000621081,0.015025295,0.023323243,0.056628675,0.082500387,0.090802459,0.518796032,0.6047341,0.881222989,1.048597934,1.247824049,5.01,6.89,9.96,12.35,14.905,17.4465,20,22.55,24.08540947,24.57920836
South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0.013283591,0.038869106,0.113747184,0.246905533,0.676740104,0.841882931,1.632093791,2.906220867,4.116249583,5.348559732,6.346619318,6.710322437,7.007691726,8.425118683,7.48854253,7.607139675,8.065375174,8.43,10,24,33.97,41,46.5,49,51.91911572,54
Zambia,ZMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,0.006776105,0.008783623,0.009069176,0.009329658,0.030226183,0.147053172,0.191071643,0.233129556,0.477750907,0.980483039,2.013549532,2.851752261,4.159913394,4.87,5.55,6.31,10,11.5,13.4682,15.4,19,21,25.50657885
Zimbabwe,ZWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,,,,0.00173928,0.00768354,0.016790484,0.033080327,0.081648476,0.161675528,0.401433535,0.799846046,1.1,1.8,2.1,2.4,2.4,3,3.5,4,6.4,8.4,12,15.5,16.36473996,22.7428181,23.11998904